policy_id,customer_id,agent_id,product_type,start_date,end_date,premium_amount,status
203,444,21,Habitation,2025-12-07,2026-06-05,14741.29,Expired
204,425,8,Vie,2024-09-29,2025-03-28,54645.53,Expired
205,213,13,Vie,2022-06-04,2024-06-03,67675.92,Expired
206,207,17,Sante,2025-11-23,2026-11-23,25914.35,Active
207,298,1,Auto,2026-02-05,2027-02-05,43567.82,Active
208,436,3,Vie,2023-03-23,2024-03-22,69490.86,Expired
209,166,10,Sante,2025-01-25,2027-01-25,14570.8,Active
210,404,11,Auto,2022-04-05,2022-10-02,43178.08,Expired
211,9,4,Habitation,2024-06-22,2025-06-22,8018.25,Cancelled
212,104,23,Habitation,2025-08-24,2026-08-24,12292.39,Cancelled
213,141,3,Sante,2023-05-28,2023-11-24,23014.53,Cancelled
214,85,2,Vie,2025-07-05,2026-07-05,63559.3,Expired
215,220,21,Auto,2025-12-12,2026-06-10,15048.88,Expired
216,68,19,Habitation,2024-11-29,2026-11-29,20016.81,Active
217,176,4,Vie,2025-11-22,2026-05-21,48662.01,Expired
218,46,24,Auto,2022-07-31,2023-07-31,31540.28,Expired
219,196,25,Habitation,2025-08-06,2027-08-06,11857.03,Active
220,5,20,Habitation,2024-06-20,2025-06-20,27505.66,Expired
221,78,14,Vie,2023-03-21,2023-09-17,73795.58,Expired
222,64,19,Vie,2023-12-21,2024-12-20,38870.22,Expired
223,142,21,Auto,2023-05-24,2025-05-23,42044.96,Expired
224,146,25,Auto,2025-09-10,2026-09-10,24245.06,Active
225,97,24,Vie,2023-08-29,2025-08-28,23274.15,Cancelled
226,489,8,Vie,2024-03-01,2024-08-28,34464.91,Expired
227,37,17,Auto,2024-01-10,2025-01-09,20939.23,Cancelled
228,292,14,Sante,2025-01-23,2027-01-23,16046.96,Active
229,395,3,Auto,2025-04-17,2025-10-14,15620.7,Expired
230,473,2,Vie,2024-11-03,2025-11-03,57714.24,Expired
231,213,14,Vie,2022-06-18,2024-06-17,52193.89,Expired
232,143,3,Sante,2022-06-11,2024-06-10,42232.37,Cancelled
233,80,18,Sante,2024-03-11,2026-03-11,32200.3,Expired
234,349,21,Auto,2023-09-28,2025-09-27,34686.87,Cancelled
235,123,2,Habitation,2022-06-26,2023-06-26,11131.64,Expired
236,29,10,Habitation,2022-09-02,2023-03-01,27113.32,Expired
237,84,16,Sante,2024-12-07,2026-12-07,37404.55,Active
238,86,12,Habitation,2026-03-16,2027-03-16,27789.27,Active
239,461,1,Sante,2026-07-11,2027-07-11,19519.32,Active
240,365,19,Auto,2024-10-13,2025-10-13,37985.18,Expired
241,440,19,Habitation,2024-01-24,2024-07-22,14888.13,Expired
242,294,22,Auto,2023-04-13,2025-04-12,37897.12,Expired
243,442,1,Habitation,2022-04-05,2023-04-05,17827.37,Cancelled
244,92,2,Vie,2023-04-05,2024-04-04,34895.79,Cancelled
245,164,9,Auto,2025-03-16,2026-03-16,20373.04,Expired
246,27,6,Habitation,2026-07-06,2028-07-05,34498.17,Cancelled
247,36,15,Sante,2026-05-04,2027-05-04,21455.53,Active
248,5,12,Habitation,2023-08-21,2025-08-20,29181.69,Expired
249,125,15,Sante,2025-04-26,2026-04-26,44922.55,Expired
250,376,18,Habitation,2022-11-05,2023-05-04,33174.73,Expired
251,278,12,Auto,2023-11-18,2024-05-16,49151.81,Expired
252,378,24,Sante,2022-08-01,2023-01-28,28543.51,Expired
253,252,2,Habitation,2025-12-28,2026-12-28,10511.72,Cancelled
254,460,17,Vie,2025-12-06,2026-12-06,47507.48,Active
255,298,4,Habitation,2025-07-29,2026-07-29,10020.42,Expired
256,223,22,Habitation,2023-04-30,2024-04-29,15046.76,Expired
257,411,13,Sante,2023-10-14,2024-10-13,19518.46,Expired
258,104,5,Auto,2022-11-15,2023-05-14,22396.87,Expired
259,209,4,Sante,2026-04-27,2026-10-24,25817.1,Active
260,437,4,Auto,2022-11-19,2024-11-18,28689.67,Expired
261,309,2,Habitation,2023-11-03,2024-05-01,10462.75,Expired
262,183,13,Auto,2025-10-18,2026-10-18,26707.51,Cancelled
263,16,13,Vie,2025-02-12,2027-02-12,53007.25,Active
264,53,5,Auto,2022-01-25,2022-07-24,52366.75,Cancelled
265,67,7,Vie,2024-02-02,2026-02-01,57817.85,Expired
266,299,19,Sante,2026-07-23,2027-01-19,10763.01,Active
267,463,21,Vie,2026-07-16,2027-01-12,25518.72,Active
268,415,11,Auto,2022-03-29,2023-03-29,17278.7,Cancelled
269,222,24,Vie,2024-10-13,2025-04-11,42963.77,Expired
270,182,7,Habitation,2023-07-18,2024-07-17,20042.31,Expired
271,315,20,Habitation,2025-08-18,2026-08-18,21470.07,Cancelled
272,246,2,Auto,2023-07-27,2024-07-26,21175.62,Expired
273,453,17,Habitation,2025-07-15,2027-07-15,29460.85,Cancelled
274,401,23,Sante,2024-09-09,2026-09-09,37350.23,Active
275,290,17,Sante,2024-03-06,2025-03-06,16293.56,Expired
276,113,1,Sante,2022-04-30,2023-04-30,28530.13,Expired
277,120,6,Auto,2023-05-23,2025-05-22,25851.88,Expired
278,406,24,Auto,2026-04-14,2026-10-11,40906.14,Cancelled
279,199,12,Habitation,2022-12-27,2023-06-25,23998.03,Expired
280,358,12,Auto,2025-12-11,2027-12-11,30825.7,Active
281,73,19,Habitation,2026-07-18,2027-07-18,22637.36,Active
282,20,3,Auto,2023-04-22,2025-04-21,24846.4,Expired
283,1,11,Habitation,2026-07-10,2027-01-06,17200.49,Active
284,411,11,Auto,2022-02-14,2022-08-13,41397.41,Cancelled
285,397,4,Sante,2022-05-29,2023-05-29,34658.83,Expired
286,301,4,Sante,2023-09-11,2024-09-10,14775.81,Expired
287,486,14,Vie,2025-08-22,2026-08-22,30452.16,Cancelled
288,356,20,Sante,2023-04-03,2025-04-02,30613.26,Expired
289,158,24,Sante,2022-09-18,2023-03-17,35509.08,Cancelled
290,486,19,Vie,2026-04-28,2028-04-27,21942.96,Active
291,472,20,Habitation,2025-08-02,2027-08-02,10810.98,Active
292,170,24,Auto,2023-05-03,2024-05-02,59207.08,Expired
293,454,3,Sante,2024-07-03,2024-12-30,19282.44,Expired
294,35,12,Sante,2026-05-31,2026-11-27,35214.48,Active
295,225,24,Vie,2022-12-07,2023-12-07,49584.92,Expired
296,280,13,Auto,2026-08-25,2027-08-25,50492.85,Active
297,389,22,Habitation,2022-11-30,2023-11-30,9990.15,Expired
298,151,1,Sante,2023-06-19,2023-12-16,12597.01,Expired
299,193,6,Auto,2025-01-25,2025-07-24,30207.78,Cancelled
300,458,16,Auto,2024-06-02,2026-06-02,22424.87,Cancelled
301,81,2,Auto,2023-11-10,2024-05-08,58847.93,Expired
302,284,24,Sante,2025-09-14,2026-09-14,20409.02,Active
303,202,19,Vie,2022-11-11,2023-05-10,41649.74,Expired
304,151,22,Vie,2023-02-13,2023-08-12,21544.14,Expired
305,150,3,Vie,2022-08-25,2023-08-25,67092.59,Expired
306,459,22,Sante,2022-07-06,2024-07-05,29044.41,Expired
307,454,13,Sante,2023-01-18,2024-01-18,11561.59,Expired
308,135,8,Sante,2025-03-01,2025-08-28,15289.57,Expired
309,50,3,Sante,2026-07-14,2028-07-13,24489.53,Active
310,117,18,Auto,2024-03-03,2026-03-03,33838.44,Expired
311,444,16,Habitation,2024-09-02,2025-09-02,10131.79,Cancelled
312,366,2,Habitation,2022-09-04,2023-09-04,12667.73,Cancelled
313,498,7,Habitation,2022-09-16,2023-03-15,19431.12,Cancelled
314,223,7,Habitation,2025-05-03,2026-05-03,16633.24,Expired
315,414,3,Auto,2024-03-05,2026-03-05,32880.97,Expired
316,142,17,Vie,2022-01-26,2024-01-26,57383.48,Expired
317,215,4,Vie,2022-11-03,2023-05-02,53995.64,Expired
318,494,4,Auto,2025-02-26,2025-08-25,50358.55,Cancelled
319,451,12,Vie,2023-06-25,2024-06-24,59287.26,Expired
320,243,2,Habitation,2023-07-19,2024-07-18,11884.02,Expired
321,356,13,Auto,2024-03-21,2025-03-21,46073.12,Expired
322,244,9,Sante,2022-02-11,2023-02-11,38608.51,Expired
323,144,16,Auto,2023-04-12,2023-10-09,28521.62,Expired
324,397,11,Sante,2026-02-01,2027-02-01,31174.27,Active
325,227,7,Vie,2026-02-26,2027-02-26,65569.6,Active
326,421,2,Habitation,2022-05-15,2023-05-15,27158.37,Expired
327,400,17,Auto,2022-12-22,2023-06-20,54383.13,Expired
328,30,8,Auto,2024-07-23,2025-01-19,56311.4,Expired
329,141,12,Vie,2024-10-31,2025-10-31,58124.59,Expired
330,16,8,Sante,2024-09-28,2026-09-28,25613.62,Cancelled
331,243,19,Sante,2023-12-07,2024-06-04,39317.88,Expired
332,426,23,Auto,2023-08-07,2024-02-03,32395.46,Expired
333,293,25,Habitation,2023-03-30,2025-03-29,14078.03,Expired
334,334,14,Auto,2026-05-18,2028-05-17,15400.41,Active
335,332,6,Auto,2023-04-04,2024-04-03,42375.47,Cancelled
336,365,23,Sante,2024-05-17,2025-05-17,39805.52,Expired
337,112,15,Sante,2025-10-18,2027-10-18,38850.88,Active
338,53,1,Sante,2025-02-23,2027-02-23,30782.04,Active
339,351,4,Vie,2022-05-11,2023-05-11,79301.66,Expired
340,442,9,Sante,2025-09-05,2027-09-05,43326.57,Active
341,97,5,Habitation,2022-04-27,2024-04-26,18910.66,Expired
342,72,24,Auto,2025-09-04,2026-09-04,59886.11,Expired
343,215,13,Vie,2026-02-17,2026-08-16,54981.42,Cancelled
344,418,7,Sante,2026-01-27,2028-01-27,17782.71,Active
345,402,16,Sante,2024-11-04,2025-11-04,39589.67,Expired
346,449,18,Habitation,2023-08-25,2024-02-21,20711.08,Expired
347,372,18,Habitation,2025-10-24,2026-10-24,25669.74,Active
348,115,24,Sante,2024-05-11,2025-05-11,23008.89,Expired
349,238,4,Vie,2022-04-20,2024-04-19,55014.48,Cancelled
350,37,16,Habitation,2024-10-21,2025-04-19,31422.44,Expired
351,153,14,Auto,2022-11-05,2023-05-04,59655.65,Expired
352,292,15,Habitation,2023-10-10,2025-10-09,12869.63,Expired
353,171,21,Habitation,2023-10-04,2025-10-03,9566.37,Expired
354,108,25,Habitation,2025-03-26,2025-09-22,21218.58,Expired
355,46,5,Vie,2025-07-21,2026-07-21,44203.61,Cancelled
356,197,1,Auto,2024-12-29,2025-06-27,47879.66,Cancelled
357,457,11,Habitation,2022-02-06,2024-02-06,8111.34,Expired
358,116,23,Sante,2023-10-02,2024-03-30,13594.79,Expired
359,157,6,Auto,2026-08-15,2027-02-11,28419.1,Active
360,373,17,Sante,2024-06-07,2026-06-07,44841.53,Expired
361,462,16,Sante,2026-03-17,2026-09-13,15770.92,Active
362,416,13,Auto,2023-04-13,2023-10-10,47722.6,Expired
363,376,1,Habitation,2022-09-10,2023-09-10,27199.97,Expired
364,193,21,Sante,2026-04-29,2028-04-28,31809.72,Active
365,25,22,Auto,2025-08-31,2026-02-27,17170.58,Expired
366,228,13,Auto,2025-01-25,2026-01-25,36347.84,Expired
367,356,22,Auto,2023-09-09,2024-09-08,44774.91,Expired
368,139,20,Habitation,2024-05-07,2024-11-03,21812.79,Expired
369,145,4,Auto,2024-10-16,2025-04-14,42405.08,Expired
370,426,17,Habitation,2024-01-04,2026-01-03,19063.42,Expired
371,281,16,Habitation,2025-11-10,2026-11-10,16926.3,Active
372,344,3,Auto,2025-03-21,2027-03-21,37234.68,Cancelled
373,400,17,Auto,2026-01-21,2028-01-21,19558.07,Active
374,119,15,Sante,2023-06-25,2024-06-24,11752.81,Expired
375,448,2,Sante,2024-01-08,2026-01-07,20944.75,Expired
376,49,25,Auto,2022-01-20,2022-07-19,44850.98,Expired
377,184,15,Sante,2026-02-10,2026-08-09,23041.78,Expired
378,59,13,Vie,2024-07-23,2025-07-23,70142.5,Expired
379,245,14,Habitation,2022-08-20,2023-02-16,26796.59,Expired
380,483,6,Auto,2024-05-02,2026-05-02,36720.37,Expired
381,225,6,Vie,2026-05-15,2027-05-15,56681.51,Active
382,451,24,Habitation,2024-09-16,2025-09-16,11049.31,Expired
383,24,3,Sante,2025-09-03,2026-09-03,10432.61,Cancelled
384,269,25,Habitation,2025-10-03,2026-10-03,22015.69,Active
385,317,4,Vie,2025-09-17,2027-09-17,34914.62,Active
386,347,21,Vie,2022-11-01,2024-10-31,73523.71,Expired
387,6,21,Habitation,2024-11-01,2025-11-01,31000.52,Cancelled
388,39,25,Vie,2023-10-19,2024-04-16,39853.69,Expired
389,260,8,Vie,2024-04-05,2024-10-02,24729.84,Expired
390,294,15,Auto,2024-10-17,2025-10-17,29222.77,Cancelled
391,382,21,Auto,2022-07-30,2023-07-30,33555.23,Expired
392,1,3,Sante,2024-11-07,2026-11-07,17239.79,Active
393,487,11,Sante,2026-08-18,2027-02-14,38580.6,Active
394,170,18,Vie,2026-01-07,2028-01-07,41797.67,Active
395,50,25,Habitation,2022-01-05,2023-01-05,17588.75,Expired
396,410,10,Sante,2025-12-08,2026-06-06,11602.23,Expired
397,72,23,Vie,2022-08-08,2023-08-08,56651.11,Expired
398,477,13,Habitation,2024-07-25,2025-01-21,27353.27,Expired
399,213,2,Auto,2026-05-01,2027-05-01,35582.45,Active
400,259,5,Vie,2022-01-09,2024-01-09,64172.84,Expired
401,222,19,Vie,2024-11-07,2025-05-06,61509.06,Expired
402,418,5,Auto,2024-03-04,2026-03-04,42024.57,Cancelled
403,259,13,Vie,2025-06-01,2027-06-01,65742.48,Active
404,494,11,Sante,2024-07-16,2025-01-12,14836.3,Expired
405,454,24,Sante,2025-12-07,2027-12-07,40124.76,Active
406,479,18,Habitation,2023-02-16,2023-08-15,24852.52,Expired
407,177,22,Habitation,2025-12-25,2027-12-25,34329.85,Active
408,278,23,Sante,2025-12-25,2026-06-23,36627.13,Expired
409,299,19,Vie,2025-10-12,2027-10-12,73631.96,Active
410,450,14,Auto,2024-12-06,2025-06-04,16137.25,Expired
411,344,2,Habitation,2023-07-01,2023-12-28,34555.37,Expired
412,75,2,Sante,2023-02-22,2025-02-21,11130.72,Expired
413,53,20,Habitation,2026-03-01,2028-02-29,23154.3,Active
414,402,23,Sante,2025-11-20,2027-11-20,11644.3,Active
415,214,22,Sante,2025-02-04,2025-08-03,10453.78,Expired
416,318,25,Vie,2026-08-27,2027-02-23,74689.18,Active
417,332,12,Habitation,2026-05-09,2028-05-08,34035.83,Active
418,91,22,Auto,2023-01-18,2023-07-17,48078.58,Expired
