payment_id,policy_id,payment_date,amount,payment_method
238,60,2022-11-29,11167.89,Carte
239,60,2023-02-28,11167.89,Carte
240,60,2023-05-30,11167.89,Virement
241,60,2023-08-29,11167.89,Virement
242,61,2024-11-04,14315.94,Carte
243,61,2025-11-04,14315.94,Especes
244,62,2024-01-25,45321.29,Carte
245,63,2025-05-07,26948.87,Especes
246,64,2026-01-17,5938.78,Virement
247,64,2026-03-03,5938.78,Cheque
248,64,2026-04-17,5938.78,Carte
249,64,2026-06-01,5938.78,Virement
250,65,2022-10-30,8632.95,Carte
251,65,2023-04-30,8632.95,Especes
252,65,2023-10-30,8632.95,Cheque
253,65,2024-04-29,8632.95,Virement
254,66,2022-02-08,1372.48,Especes
255,66,2022-03-10,1372.48,Especes
256,66,2022-04-09,1372.48,Virement
257,66,2022-05-10,1372.48,Carte
258,66,2022-06-09,1372.48,Carte
259,66,2022-07-10,1372.48,Virement
260,66,2022-08-09,1372.48,Carte
261,66,2022-09-08,1372.48,Virement
262,66,2022-10-09,1372.48,Virement
263,66,2022-11-08,1372.48,Especes
264,66,2022-12-09,1372.48,Virement
265,66,2023-01-08,1372.48,Virement
266,67,2024-10-24,37615.63,Especes
267,67,2025-10-24,37615.63,Especes
268,68,2025-12-16,19170.37,Cheque
269,68,2026-03-16,19170.37,Carte
270,69,2023-10-05,11894.95,Especes
271,69,2023-11-19,11894.95,Cheque
272,69,2024-01-03,11894.95,Virement
273,69,2024-02-17,11894.95,Cheque
274,70,2025-06-03,1394.1,Carte
275,70,2025-07-03,1394.1,Especes
276,70,2025-08-02,1394.1,Cheque
277,70,2025-09-02,1394.1,Virement
278,70,2025-10-02,1394.1,Virement
279,70,2025-11-02,1394.1,Carte
280,70,2025-12-02,1394.1,Especes
281,70,2026-01-01,1394.1,Virement
282,70,2026-02-01,1394.1,Especes
283,70,2026-03-03,1394.1,Virement
284,70,2026-04-03,1394.1,Cheque
285,70,2026-05-03,1394.1,Virement
286,71,2023-09-02,6758.08,Cheque
287,71,2023-12-02,6758.08,Cheque
288,71,2024-03-02,6758.08,Carte
289,71,2024-06-01,6758.08,Virement
290,72,2023-12-16,76022.02,Especes
291,73,2025-03-20,39443.59,Carte
292,74,2023-08-18,1313.84,Carte
293,74,2023-09-02,1313.84,Especes
294,74,2023-09-17,1313.84,Carte
295,74,2023-10-02,1313.84,Especes
296,74,2023-10-17,1313.84,Especes
297,74,2023-11-01,1313.84,Especes
298,74,2023-11-16,1313.84,Virement
299,74,2023-12-01,1313.84,Virement
300,74,2023-12-16,1313.84,Especes
301,74,2023-12-31,1313.84,Carte
302,74,2024-01-15,1313.84,Carte
303,74,2024-01-30,1313.84,Cheque
304,75,2026-03-11,8744.77,Cheque
305,76,2022-10-09,31548.7,Carte
306,77,2025-07-30,4708.63,Especes
307,77,2025-10-28,4708.63,Cheque
308,78,2025-10-27,15233.17,Especes
309,79,2025-08-30,12161.73,Especes
310,79,2025-11-29,12161.73,Carte
311,79,2026-02-28,12161.73,Carte
312,79,2026-05-30,12161.73,Virement
313,80,2023-08-08,3017.67,Cheque
314,80,2024-02-06,3017.67,Virement
315,80,2024-08-07,3017.67,Especes
316,80,2025-02-05,3017.67,Cheque
317,81,2024-12-31,2293.68,Virement
318,81,2025-03-01,2293.68,Especes
319,81,2025-05-01,2293.68,Carte
320,81,2025-07-01,2293.68,Virement
321,81,2025-08-31,2293.68,Virement
322,81,2025-10-31,2293.68,Virement
323,81,2025-12-31,2293.68,Cheque
324,81,2026-03-01,2293.68,Especes
325,81,2026-05-01,2293.68,Carte
326,81,2026-07-01,2293.68,Especes
327,81,2026-08-31,2293.68,Virement
328,82,2022-12-27,6652.53,Cheque
329,82,2023-01-11,6652.53,Virement
330,82,2023-01-26,6652.53,Cheque
331,82,2023-02-10,6652.53,Especes
332,82,2023-02-25,6652.53,Cheque
333,82,2023-03-12,6652.53,Especes
334,82,2023-03-27,6652.53,Especes
335,82,2023-04-11,6652.53,Cheque
336,82,2023-04-26,6652.53,Virement
337,82,2023-05-11,6652.53,Especes
338,82,2023-05-26,6652.53,Carte
339,82,2023-06-10,6652.53,Especes
340,83,2022-03-18,1703.64,Especes
341,83,2022-04-02,1703.64,Carte
342,83,2022-04-17,1703.64,Carte
343,83,2022-05-02,1703.64,Carte
344,83,2022-05-17,1703.64,Virement
345,83,2022-06-01,1703.64,Carte
346,83,2022-06-16,1703.64,Virement
347,83,2022-07-01,1703.64,Carte
348,83,2022-07-16,1703.64,Carte
349,83,2022-07-31,1703.64,Especes
350,83,2022-08-15,1703.64,Cheque
351,83,2022-08-30,1703.64,Carte
352,84,2024-07-19,2417.96,Virement
353,84,2024-09-17,2417.96,Cheque
354,84,2024-11-17,2417.96,Cheque
355,84,2025-01-17,2417.96,Carte
356,84,2025-03-19,2417.96,Cheque
357,84,2025-05-19,2417.96,Carte
358,84,2025-07-19,2417.96,Virement
359,84,2025-09-17,2417.96,Carte
360,84,2025-11-17,2417.96,Cheque
361,84,2026-01-17,2417.96,Especes
362,84,2026-03-19,2417.96,Virement
363,84,2026-05-19,2417.96,Carte
364,85,2023-07-13,5710.74,Virement
365,85,2023-07-28,5710.74,Virement
366,85,2023-08-12,5710.74,Virement
367,85,2023-08-27,5710.74,Carte
368,85,2023-09-11,5710.74,Especes
369,85,2023-09-26,5710.74,Virement
370,85,2023-10-11,5710.74,Especes
371,85,2023-10-26,5710.74,Carte
372,85,2023-11-10,5710.74,Cheque
373,85,2023-11-25,5710.74,Cheque
374,85,2023-12-10,5710.74,Cheque
375,85,2023-12-25,5710.74,Virement
376,86,2026-01-11,2623.24,Carte
377,86,2026-02-25,2623.24,Especes
378,86,2026-04-11,2623.24,Virement
379,86,2026-05-26,2623.24,Carte
380,87,2022-12-26,7778.99,Especes
381,87,2023-06-26,7778.99,Cheque
382,87,2023-12-26,7778.99,Especes
383,87,2024-06-25,7778.99,Especes
384,88,2022-06-27,16711.97,Carte
385,88,2022-12-26,16711.97,Cheque
386,89,2023-05-24,9563.74,Especes
387,89,2023-08-22,9563.74,Carte
388,90,2023-09-11,2941.74,Cheque
389,90,2023-11-10,2941.74,Carte
390,90,2024-01-10,2941.74,Especes
391,90,2024-03-11,2941.74,Carte
392,90,2024-05-11,2941.74,Cheque
393,90,2024-07-11,2941.74,Especes
394,90,2024-09-10,2941.74,Especes
395,90,2024-11-09,2941.74,Especes
396,90,2025-01-09,2941.74,Carte
397,90,2025-03-11,2941.74,Carte
398,90,2025-05-11,2941.74,Especes
399,90,2025-07-11,2941.74,Virement
400,91,2022-05-08,932.67,Especes
401,91,2022-07-07,932.67,Carte
402,91,2022-09-06,932.67,Carte
403,91,2022-11-06,932.67,Cheque
404,91,2023-01-06,932.67,Cheque
405,91,2023-03-08,932.67,Virement
406,91,2023-05-08,932.67,Carte
407,91,2023-07-07,932.67,Virement
408,91,2023-09-06,932.67,Cheque
409,91,2023-11-06,932.67,Carte
410,91,2024-01-06,932.67,Cheque
411,91,2024-03-07,932.67,Carte
412,92,2025-11-14,16177.45,Especes
413,92,2026-02-12,16177.45,Virement
414,93,2023-03-25,1742.58,Cheque
415,93,2023-04-09,1742.58,Especes
416,93,2023-04-24,1742.58,Especes
417,93,2023-05-09,1742.58,Especes
418,93,2023-05-24,1742.58,Cheque
419,93,2023-06-08,1742.58,Virement
420,93,2023-06-23,1742.58,Especes
421,93,2023-07-08,1742.58,Carte
422,93,2023-07-23,1742.58,Cheque
423,93,2023-08-07,1742.58,Cheque
424,93,2023-08-22,1742.58,Virement
425,93,2023-09-06,1742.58,Virement
426,94,2025-12-08,18691.95,Cheque
427,94,2026-06-08,18691.95,Carte
428,95,2026-04-10,6592.31,Virement
429,95,2026-05-25,6592.31,Carte
430,95,2026-07-09,6592.31,Virement
431,95,2026-08-23,6592.31,Especes
432,96,2024-12-17,41707.09,Virement
433,97,2025-03-18,1003.83,Cheque
434,97,2025-05-17,1003.83,Especes
435,97,2025-07-17,1003.83,Carte
436,97,2025-09-16,1003.83,Virement
437,97,2025-11-16,1003.83,Virement
438,97,2026-01-16,1003.83,Cheque
439,97,2026-03-18,1003.83,Especes
440,97,2026-05-17,1003.83,Carte
441,97,2026-07-17,1003.83,Cheque
442,98,2025-10-25,3938.44,Cheque
443,98,2025-11-09,3938.44,Virement
444,98,2025-11-24,3938.44,Especes
445,98,2025-12-09,3938.44,Cheque
446,98,2025-12-24,3938.44,Cheque
447,98,2026-01-08,3938.44,Virement
448,98,2026-01-23,3938.44,Carte
449,98,2026-02-07,3938.44,Carte
450,98,2026-02-22,3938.44,Carte
451,98,2026-03-09,3938.44,Virement
452,98,2026-03-24,3938.44,Virement
453,98,2026-04-08,3938.44,Especes
454,99,2026-07-15,47205.94,Virement
455,100,2025-02-18,45274.55,Especes
456,101,2026-07-31,3008.6,Carte
457,101,2026-08-15,3008.6,Cheque
458,101,2026-08-30,3008.6,Cheque
459,102,2025-12-05,7235.18,Especes
460,102,2026-01-19,7235.18,Cheque
461,102,2026-03-05,7235.18,Carte
462,102,2026-04-19,7235.18,Cheque
463,103,2022-03-06,22266.01,Virement
464,103,2022-09-04,22266.01,Virement
465,104,2024-02-06,23456.12,Especes
466,104,2024-08-06,23456.12,Carte
467,105,2025-10-30,13588.73,Virement
468,105,2026-04-30,13588.73,Cheque
469,106,2023-01-01,16343.82,Cheque
470,106,2024-01-01,16343.82,Carte
471,107,2023-09-04,22653.74,Virement
472,107,2024-03-04,22653.74,Virement
473,108,2023-05-22,8673.16,Carte
474,108,2023-11-20,8673.16,Virement
475,109,2022-03-07,2822.15,Carte
476,109,2022-05-06,2822.15,Especes
477,109,2022-07-06,2822.15,Virement
478,109,2022-09-05,2822.15,Virement
479,109,2022-11-05,2822.15,Cheque
480,109,2023-01-05,2822.15,Carte
481,109,2023-03-07,2822.15,Virement
482,109,2023-05-06,2822.15,Carte
483,109,2023-07-06,2822.15,Carte
484,109,2023-09-05,2822.15,Cheque
485,109,2023-11-05,2822.15,Cheque
486,109,2024-01-05,2822.15,Especes
487,110,2023-02-27,5362.1,Virement
488,110,2023-05-28,5362.1,Especes
489,111,2023-05-17,1415.89,Cheque
490,111,2023-07-16,1415.89,Carte
491,111,2023-09-15,1415.89,Cheque
492,111,2023-11-15,1415.89,Carte
493,111,2024-01-15,1415.89,Especes
494,111,2024-03-16,1415.89,Carte
495,111,2024-05-16,1415.89,Especes
496,111,2024-07-15,1415.89,Especes
497,111,2024-09-14,1415.89,Especes
498,111,2024-11-14,1415.89,Especes
499,111,2025-01-14,1415.89,Cheque
500,111,2025-03-16,1415.89,Virement
501,112,2022-10-14,14926.69,Carte
502,112,2023-04-14,14926.69,Virement
503,112,2023-10-14,14926.69,Carte
504,112,2024-04-13,14926.69,Carte
505,113,2025-03-28,37038.84,Especes
506,114,2025-09-14,6984.07,Especes
507,115,2025-07-06,1627.87,Especes
508,115,2025-09-04,1627.87,Carte
509,115,2025-11-04,1627.87,Cheque
510,115,2026-01-04,1627.87,Virement
511,115,2026-03-06,1627.87,Especes
512,115,2026-05-06,1627.87,Cheque
513,115,2026-07-06,1627.87,Especes
514,115,2026-09-04,1627.87,Especes
515,116,2026-05-29,9781.02,Carte
516,117,2023-01-12,48411.13,Carte
517,118,2026-07-09,16349,Especes
518,119,2024-03-06,3721.22,Especes
519,119,2024-04-20,3721.22,Especes
520,119,2024-06-04,3721.22,Virement
521,119,2024-07-19,3721.22,Especes
522,120,2022-07-09,17680.23,Cheque
523,120,2023-07-09,17680.23,Carte
524,121,2022-05-30,51209.28,Virement
525,122,2024-09-08,31475.79,Carte
526,123,2023-01-25,5583.77,Virement
527,123,2024-01-25,5583.77,Cheque
528,124,2024-03-23,22906.14,Carte
529,125,2023-09-24,5646.89,Especes
530,125,2023-12-24,5646.89,Cheque
531,125,2024-03-24,5646.89,Virement
532,125,2024-06-23,5646.89,Virement
533,126,2026-04-09,74859.83,Virement
534,127,2026-02-27,4218.97,Cheque
535,127,2026-05-28,4218.97,Especes
536,128,2023-08-28,7942.88,Especes
537,128,2023-10-12,7942.88,Cheque
538,128,2023-11-26,7942.88,Carte
539,128,2024-01-10,7942.88,Cheque
540,129,2025-02-01,76607.87,Cheque
541,130,2024-08-01,5330.53,Carte
542,130,2024-08-16,5330.53,Virement
543,130,2024-08-31,5330.53,Especes
544,130,2024-09-15,5330.53,Virement
545,130,2024-09-30,5330.53,Especes
546,130,2024-10-15,5330.53,Carte
547,130,2024-10-30,5330.53,Carte
548,130,2024-11-14,5330.53,Virement
549,130,2024-11-29,5330.53,Cheque
550,130,2024-12-14,5330.53,Cheque
551,130,2024-12-29,5330.53,Carte
552,130,2025-01-13,5330.53,Virement
553,131,2023-01-12,6618.28,Cheque
554,131,2023-03-13,6618.28,Cheque
555,131,2023-05-13,6618.28,Cheque
556,131,2023-07-13,6618.28,Especes
557,131,2023-09-12,6618.28,Virement
558,131,2023-11-12,6618.28,Virement
559,131,2024-01-12,6618.28,Carte
560,131,2024-03-12,6618.28,Virement
561,131,2024-05-12,6618.28,Virement
562,131,2024-07-12,6618.28,Carte
563,131,2024-09-11,6618.28,Cheque
564,131,2024-11-11,6618.28,Especes
565,132,2026-08-03,4295.79,Virement
566,133,2022-05-20,3019.45,Especes
567,133,2022-11-18,3019.45,Carte
568,133,2023-05-20,3019.45,Virement
569,133,2023-11-18,3019.45,Virement
570,134,2025-06-19,45003.96,Virement
571,135,2022-02-02,12983.19,Carte
572,135,2022-03-19,12983.19,Virement
573,135,2022-05-03,12983.19,Especes
574,135,2022-06-17,12983.19,Virement
575,136,2025-01-02,2650,Carte
576,136,2025-04-03,2650,Virement
577,136,2025-07-03,2650,Virement
578,136,2025-10-02,2650,Carte
579,137,2022-08-08,22158.41,Especes
580,138,2026-07-28,4839.09,Especes
581,139,2025-03-03,79413.98,Especes
582,140,2022-07-11,16033.44,Cheque
583,140,2023-01-09,16033.44,Especes
584,141,2025-12-10,4680.22,Carte
585,141,2026-01-24,4680.22,Carte
586,141,2026-03-10,4680.22,Especes
587,141,2026-04-24,4680.22,Virement
588,142,2024-12-17,6334.87,Virement
589,142,2025-01-31,6334.87,Especes
590,142,2025-03-17,6334.87,Carte
591,142,2025-05-01,6334.87,Carte
592,143,2023-07-10,6287.46,Especes
593,143,2023-07-25,6287.46,Virement
594,143,2023-08-09,6287.46,Cheque
595,143,2023-08-24,6287.46,Virement
596,143,2023-09-08,6287.46,Especes
597,143,2023-09-23,6287.46,Especes
598,143,2023-10-08,6287.46,Virement
599,143,2023-10-23,6287.46,Cheque
600,143,2023-11-07,6287.46,Virement
601,143,2023-11-22,6287.46,Cheque
602,143,2023-12-07,6287.46,Virement
603,143,2023-12-22,6287.46,Cheque
604,144,2023-01-03,3926.15,Virement
605,144,2023-04-04,3926.15,Cheque
606,144,2023-07-04,3926.15,Carte
607,144,2023-10-03,3926.15,Cheque
608,145,2022-06-07,14873.51,Cheque
609,145,2022-12-06,14873.51,Virement
610,146,2024-02-26,7449.14,Virement
611,146,2025-02-25,7449.14,Cheque
612,147,2022-04-20,12649.05,Especes
613,147,2022-07-19,12649.05,Carte
614,148,2026-05-04,5444.39,Virement
615,148,2026-08-03,5444.39,Virement
616,149,2023-12-30,2784.24,Virement
617,149,2024-02-28,2784.24,Carte
618,149,2024-04-29,2784.24,Virement
619,149,2024-06-29,2784.24,Carte
620,149,2024-08-29,2784.24,Cheque
621,149,2024-10-29,2784.24,Virement
622,149,2024-12-29,2784.24,Cheque
623,149,2025-02-27,2784.24,Cheque
624,149,2025-04-29,2784.24,Carte
625,149,2025-06-29,2784.24,Virement
626,149,2025-08-29,2784.24,Carte
627,149,2025-10-29,2784.24,Carte
628,150,2022-06-25,3143.56,Cheque
629,150,2022-08-24,3143.56,Carte
630,150,2022-10-24,3143.56,Carte
631,150,2022-12-24,3143.56,Carte
632,150,2023-02-23,3143.56,Carte
633,150,2023-04-25,3143.56,Virement
634,150,2023-06-25,3143.56,Virement
635,150,2023-08-24,3143.56,Carte
636,150,2023-10-24,3143.56,Especes
637,150,2023-12-24,3143.56,Virement
638,150,2024-02-23,3143.56,Carte
639,150,2024-04-24,3143.56,Carte
640,151,2022-11-12,34908.7,Especes
641,152,2024-01-09,13203.22,Virement
642,153,2022-07-29,6527.7,Cheque
643,153,2022-10-27,6527.7,Cheque
644,154,2022-07-31,12688.57,Especes
645,154,2022-10-29,12688.57,Especes
646,155,2024-02-28,1684.56,Virement
647,155,2024-03-14,1684.56,Virement
648,155,2024-03-29,1684.56,Carte
649,155,2024-04-13,1684.56,Especes
650,155,2024-04-28,1684.56,Carte
651,155,2024-05-13,1684.56,Carte
652,155,2024-05-28,1684.56,Carte
653,155,2024-06-12,1684.56,Carte
654,155,2024-06-27,1684.56,Especes
655,155,2024-07-12,1684.56,Carte
656,155,2024-07-27,1684.56,Cheque
657,155,2024-08-11,1684.56,Virement
658,156,2025-03-17,12578.74,Virement
659,157,2023-07-04,15107.72,Virement
660,158,2024-09-18,1886.61,Cheque
661,158,2024-10-03,1886.61,Virement
662,158,2024-10-18,1886.61,Especes
663,158,2024-11-02,1886.61,Especes
664,158,2024-11-17,1886.61,Virement
665,158,2024-12-02,1886.61,Cheque
666,158,2024-12-17,1886.61,Carte
667,158,2025-01-01,1886.61,Cheque
668,158,2025-01-16,1886.61,Virement
669,158,2025-01-31,1886.61,Carte
670,158,2025-02-15,1886.61,Virement
671,158,2025-03-02,1886.61,Carte
672,159,2025-05-01,7933.22,Especes
673,159,2025-10-30,7933.22,Carte
674,159,2026-05-01,7933.22,Especes
675,160,2023-11-12,42793.4,Especes
676,161,2026-07-29,78453.52,Carte
677,162,2024-09-08,6398.1,Virement
678,162,2025-03-09,6398.1,Cheque
679,163,2025-03-25,9888.29,Virement
680,163,2025-05-09,9888.29,Cheque
681,163,2025-06-23,9888.29,Virement
682,163,2025-08-07,9888.29,Especes
683,164,2022-08-22,4248.25,Especes
684,164,2023-02-20,4248.25,Carte
685,164,2023-08-22,4248.25,Especes
686,164,2024-02-20,4248.25,Cheque
687,165,2026-01-29,14358.47,Especes
688,165,2026-04-30,14358.47,Carte
689,165,2026-07-30,14358.47,Carte
690,166,2026-08-05,22641.99,Virement
691,167,2025-09-10,8758.32,Virement
